Frame,Pred_X,Pred_Y,Pred_Z,Q_X,Q_Y,Q_Z,Q_W
3837,-0.637685,-1.08245,-0.306691,-0.00128313,-0.000129103,-7.12932e-05,0.999999
3838,-0.713308,-1.98027,0.127127,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3839,-0.713308,-1.98027,0.127127,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3840,-0.713308,-1.98027,0.127127,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3841,-0.713308,-1.98027,0.127127,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3842,-0.713308,-1.98027,0.127127,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3843,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3844,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3845,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3846,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3847,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3848,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3849,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3850,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3851,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3852,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3853,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3854,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3855,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3856,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3857,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3858,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3859,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3860,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3861,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3862,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3863,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3864,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3865,-0.713164,-0.980272,0.124562,-0.00128234,-0.000129367,-7.18072e-05,0.999999
3866,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3867,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3868,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3869,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3870,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3871,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3872,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3873,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3874,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3875,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3876,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3877,-0.713309,-1.98027,0.127134,-0.00128235,-0.000129367,-7.18106e-05,0.999999
3878,-0.713164,-0.980272,0.124563,-0.00128235,-0.000129367,-7.18087e-05,0.999999
3879,-0.713164,-0.980272,0.124563,-0.00128235,-0.000129367,-7.18087e-05,0.999999
3880,-0.38438,-0.362881,-0.590091,-0.00126979,-0.00012183,6.95236e-05,0.999999
3881,-0.38438,-0.362881,-0.590091,-0.00126979,-0.00012183,6.95236e-05,0.999999
3882,-0.702343,-1.03881,-1.25494,-0.00252672,-0.000570025,0.000565086,0.999996
3883,-0.717723,-0.10266,-1.6062,-0.00186753,-0.00119029,0.000653465,0.999997
3884,-0.717723,-0.10266,-1.6062,-0.00186753,-0.00119029,0.000653465,0.999997
3885,-0.388746,-0.692487,-2.34368,-0.00350082,-0.00111903,-0.000346998,0.999993
3886,-0.7773,-1.61084,-2.41893,-0.00782707,0.00085328,-0.00645428,0.999948
3887,-0.593606,-1.21012,-3.31653,-0.00856622,-0.000760149,-0.00606899,0.999945
3888,-0.590793,-0.230541,-3.51757,-0.008495,-0.00155134,-0.0071093,0.999937
3889,-0.712193,0.761679,-3.54516,-0.0060262,-0.00122312,-0.00840001,0.999946
3890,-0.36295,1.69842,-3.52176,-0.00293881,-0.00153073,-0.0122916,0.999919
3891,0.0237985,2.61885,-3.46494,0.00423004,-0.000672627,-0.0089261,0.999951
3892,-0.409393,2.5395,-2.56714,0.00496736,-0.00279752,-0.00720644,0.999958
3893,-0.740617,2.10739,-1.72835,0.00816376,-0.00796642,-0.0150607,0.999822
3894,-1.0017,3.05476,-1.54309,0.0078155,-0.00799603,-0.0151009,0.999823
3895,-1.82806,2.50233,-1.43373,-0.00278922,0.00788381,-0.00946844,0.99992
3896,-2.14084,1.55268,-1.41547,-0.0159747,0.0120724,-0.00341417,0.999794
3897,-1.7967,2.00294,-2.23939,-0.0144722,0.00663611,-0.00461609,0.999863
3898,-2.00177,1.05835,-1.98307,-0.0131186,0.0075252,-0.00187164,0.999884
3899,-2.43768,0.228832,-1.63395,-0.0207094,0.0139504,-0.000334017,0.999688
3900,-2.2751,0.829015,-2.41711,-0.0203581,0.0137129,-0.000418191,0.999699
3901,-2.37447,1.61126,-1.80212,-0.00975226,0.0176822,0.00100468,0.999796
3902,-2.33816,0.912912,-1.08728,-0.0116046,0.0192663,0.00396082,0.999739
3903,-2.4783,0.44637,-0.213949,-0.0113899,0.0200299,0.00503784,0.999722
3904,-2.87124,-0.105985,0.521244,-0.0111734,0.0240335,0.00700968,0.999624
3905,-3.27002,-0.517477,1.34078,-0.0100453,0.0258897,0.0101214,0.999563
3906,-3.22735,-0.980321,2.22619,-0.00946056,0.0263294,0.0126596,0.999528
3907,-3.44348,-1.00413,3.20227,-0.00709425,0.0270699,0.0170442,0.999463
3908,-3.59268,-1.25727,4.15812,-0.0111568,0.0280463,0.0245942,0.999242
3909,-3.67318,-1.41322,5.1426,-0.00969591,0.0273049,0.0290342,0.999158
3910,-3.73275,-1.62358,6.11841,-0.00868271,0.0267517,0.0315871,0.999105
3911,-3.83922,-1.78619,7.09934,-0.00761928,0.0258787,0.0332162,0.999084
3912,-3.92787,-1.82799,8.09452,-0.0064335,0.026221,0.0351865,0.999016
3913,-3.78291,-1.76706,9.08208,-0.0058251,0.0255608,0.0351304,0.999039
3914,-3.75368,-1.52141,10.051,-0.00622373,0.025853,0.0337645,0.999076
3915,-3.59341,-1.83982,10.9853,-0.00622373,0.025853,0.0337645,0.999076
3916,-3.58442,-1.84836,11.9852,-0.00116612,0.025779,0.0309095,0.999189
3917,-3.38205,-1.9084,12.9627,-0.00104279,0.0257914,0.0305229,0.999201
3918,-3.54079,-1.42805,12.1001,-0.00104279,0.0257914,0.0305229,0.999201
3919,-3.40176,-1.57478,13.0795,-0.000337015,0.0252582,0.0222866,0.999432
3920,-3.36087,-1.66077,14.0749,-0.00123602,0.0257455,0.0205029,0.999457
3921,-3.40496,-1.88476,15.0485,-0.00123602,0.0257455,0.0205029,0.999457
3922,-3.65519,-2.20651,15.9617,-0.000955531,0.0227253,0.0175038,0.999588
3923,-4.50302,-1.97361,16.4381,9.30597e-05,0.0247984,0.0181667,0.999527
3924,-5.4699,-1.74202,16.3307,0.000661008,0.0247972,0.0189816,0.999512
3925,-5.76235,-1.80171,15.3763,-0.00906795,0.0151267,0.0235574,0.999567
3926,-5.9499,-0.823308,15.2894,-0.00840644,0.0146954,0.0264643,0.999506
3927,-5.79661,-1.45426,16.0499,-0.00808817,0.017641,0.0344605,0.999218
3928,-5.47944,-2.09502,16.7491,-0.00706196,0.0183472,0.0357196,0.999168
3929,-5.12754,-2.87271,17.27,-0.00706196,0.0183472,0.0357196,0.999168
3930,-5.18869,-3.37359,18.1333,-0.00562337,0.0192704,0.0355159,0.999168
3931,-5.10278,-4.01749,18.8936,-0.00562337,0.0192704,0.0355159,0.999168
3932,-5.2063,-4.43931,19.7944,-0.00562337,0.0192704,0.0355159,0.999168
3933,-5.12577,-4.65271,20.768,-0.00747537,0.0169341,0.038358,0.999093
3934,-5.54509,-4.6902,21.6751,-0.00747537,0.0169341,0.038358,0.999093
3935,-5.65024,-4.69269,22.6695,-0.00755486,0.0160728,0.0383952,0.999105
3936,-5.56746,-4.86519,23.6511,-0.00552373,0.0135221,0.0389241,0.999135
3937,-5.79966,-5.2637,24.5383,-0.00565642,0.0134831,0.0391266,0.999127
3938,-6.00647,-5.31062,25.5156,-0.00565753,0.0133355,0.0392275,0.999125
3939,-5.94836,-5.31327,26.5139,-0.00408756,0.0121839,0.0413677,0.999061
3940,-5.7885,-5.07953,27.473,-0.00408756,0.0121839,0.0413677,0.999061
3941,-5.58104,-5.12148,28.4503,-0.00389142,0.0124684,0.0405268,0.999093
3942,-5.41047,-5.13658,29.4355,-0.00252039,0.0129563,0.0395829,0.999129
3943,-5.34861,-6.12863,29.326,-0.00252039,0.0129563,0.0395829,0.999129
3944,-5.22236,-6.06665,30.316,-0.00315305,0.0131692,0.0391654,0.999141
3945,-5.19734,-6.20256,31.3064,-0.00605078,0.0137301,0.0371943,0.999195
3946,-5.05782,-6.45705,32.2634,-0.00574145,0.0127612,0.0367342,0.999227
3947,-4.94005,-6.47391,33.2563,-0.00454503,0.00911221,0.0324801,0.999421
3948,-3.98315,-6.50528,33.545,-0.00399696,-0.0022165,0.0284307,0.999585
3949,-4.43462,-6.78092,34.3937,-0.00399696,-0.0022165,0.0284307,0.999585
3950,-4.12934,-6.79355,35.3458,-0.00437439,-0.00935605,0.0238049,0.999663
3951,-5.12804,-6.84123,35.3274,-0.00437439,-0.00935605,0.0238049,0.999663
3952,-6.04658,-6.89391,35.7191,-0.00439373,-0.00949936,0.0237488,0.999663
3953,-5.91741,-6.94247,36.7096,-0.00619937,-0.0159356,0.0272967,0.999481
3954,-5.99683,-5.96111,36.5346,-0.00619937,-0.0159356,0.0272967,0.999481
3955,-5.88468,-6.34612,37.4507,-0.00626777,-0.0160332,0.0274045,0.999476
3956,-5.72597,-6.44317,38.4332,-0.00404784,-0.0144337,0.0288233,0.999472
3957,-5.61136,-5.50676,38.1016,-0.00404784,-0.0144337,0.0288233,0.999472
3958,-5.37659,-5.64138,39.0643,-0.00489252,-0.0152921,0.0228602,0.99961
3959,-5.32313,-6.32664,39.7906,-0.00489252,-0.0152921,0.0228602,0.99961
3960,-5.29957,-6.73867,40.7015,-0.00523758,-0.0151126,0.0223812,0.999622
3961,-5.34972,-6.96929,41.6732,-0.00332005,-0.0171944,0.0192426,0.999661
3962,-5.34015,-7.25466,42.6316,-0.0031869,-0.0172728,0.0194087,0.999657
3963,-5.24499,-7.16125,41.6405,-0.00350674,-0.0170038,0.0196107,0.999657
3964,-5.19876,-7.29471,42.6305,-0.00413272,-0.0179625,0.0201742,0.999627
3965,-5.14068,-8.25258,42.9117,-0.00409954,-0.018043,0.0207849,0.999613
3966,-5.21791,-8.64275,43.8292,-0.00408046,-0.0183579,0.0205601,0.999612
3967,-5.20516,-9.04605,44.7442,-0.00629927,-0.0171601,0.0241323,0.999542
3968,-5.23527,-9.52246,45.6229,-0.00653341,-0.017661,0.0239457,0.999536
3969,-5.11336,-9.88013,46.5488,-0.00577808,-0.0180646,0.0267,0.999464
3970,-5.18584,-10.4454,47.3705,-0.00574833,-0.0180695,0.026583,0.999467
3971,-5.1145,-10.8366,48.288,-0.00552181,-0.0176637,0.0276477,0.999446
3972,-4.75268,-10.851,49.2202,-0.00612461,-0.014831,0.0280911,0.999477
3973,-4.60353,-10.8476,50.209,-0.00612461,-0.014831,0.0280911,0.999477
3974,-4.60801,-9.85684,50.3446,-0.00612461,-0.014831,0.0280911,0.999477
3975,-4.5986,-10.3631,51.2069,-0.0108822,-0.0157712,0.0235316,0.999539
3976,-4.75512,-9.37567,51.2274,-0.0105569,-0.0156886,0.0234633,0.999546
3977,-4.88321,-10.1218,51.8808,-0.0105569,-0.0156886,0.0234633,0.999546
3978,-4.92429,-10.5413,52.7876,-0.00779115,-0.0163335,0.0234619,0.999561
3979,-4.87764,-11.5401,52.8039,-0.00779115,-0.0163335,0.0234619,0.999561
3980,-4.91541,-12.5356,52.7165,-0.00791322,-0.0162598,0.0232419,0.999566
3981,-4.80404,-12.818,53.6693,-0.0116519,-0.017111,0.0264717,0.999435
3982,-4.62269,-11.953,54.1372,-0.011779,-0.0170029,0.0263096,0.99944
3983,-4.7047,-11.1246,53.5832,-0.0117853,-0.0170118,0.0263538,0.999438
3984,-5.54889,-11.3507,53.0972,-0.026302,-0.0040668,0.0316391,0.999145
3985,-5.46867,-11.6025,54.0616,-0.0381823,-0.00369412,0.0310638,0.998781
3986,-5.53044,-10.6074,53.9851,-0.0381823,-0.00369412,0.0310638,0.998781
3987,-5.45885,-10.3294,53.0272,-0.0433209,-0.00477037,0.0267088,0.998693
3988,-5.39097,-10.6008,53.9873,-0.0433855,-0.00466428,0.0257281,0.998716
3989,-5.26691,-10.6461,54.9785,-0.0430425,-0.00662295,0.0248115,0.998743
3990,-5.00526,-11.0781,55.8416,-0.0429427,-0.00682161,0.0237844,0.998771
3991,-4.94463,-12.0281,56.1478,-0.0429427,-0.00682161,0.0237844,0.998771
3992,-4.77503,-12.1346,57.1276,-0.0410368,-0.00853632,0.0228113,0.998861
3993,-4.67971,-12.2338,58.118,-0.0406705,-0.00874607,0.0232637,0.998863
3994,-4.72547,-11.2382,58.0364,-0.0406705,-0.00874607,0.0232637,0.998863
3995,-4.51352,-11.3064,59.0113,-0.0407999,-0.00858619,0.0241494,0.998839
3996,-4.36072,-11.5755,59.9622,-0.0408108,-0.00858064,0.0240978,0.998839
3997,-4.29007,-11.6146,60.9589,-0.040602,-0.00832388,0.0233737,0.998867
3998,-4.19337,-11.7462,61.9455,-0.0408697,-0.00841001,0.0220731,0.998885
3999,-3.93317,-11.9545,62.8883,-0.0408697,-0.00841001,0.0220731,0.998885
4000,-3.84305,-11.964,63.8842,-0.0374837,-0.00842182,0.0175969,0.999107
4001,-3.71401,-12.0694,64.8702,-0.0349852,-0.0102806,0.015262,0.999218
4002,-4.10294,-12.9372,65.1793,-0.0358977,-0.0103319,0.0140676,0.999203
4003,-3.74395,-12.944,66.1126,-0.0335893,-0.0114349,0.0150302,0.999257
4004,-3.70036,-12.8025,67.1016,-0.0335893,-0.0114349,0.0150302,0.999257
4005,-3.67109,-13.7998,67.1691,-0.0335893,-0.0114349,0.0150302,0.999257
4006,-2.92811,-13.5045,67.7697,-0.0277657,-0.0125676,0.0183072,0.999368
4007,-2.89222,-14.5023,67.8257,-0.0277657,-0.0125676,0.0183072,0.999368
4008,-2.14775,-14.2502,68.4439,-0.00898943,-0.0194979,0.021622,0.999536
4009,-1.51364,-14.1103,69.2044,-0.00471689,-0.0205465,0.0224769,0.999525
4010,-1.51364,-14.1103,69.2044,-0.00471689,-0.0205465,0.0224769,0.999525
4011,-1.55193,-13.976,70.1946,-0.00711524,-0.0223025,0.0235794,0.999448
4012,-2.05007,-13.178,69.8555,-0.00711524,-0.0223025,0.0235794,0.999448
4013,-2.00302,-14.1759,69.8996,-0.00711524,-0.0223025,0.0235794,0.999448
4014,-1.73909,-14.2939,70.8569,-0.00331538,-0.0229538,0.0267285,0.999374
4015,-1.26489,-13.5256,71.2868,-0.00331538,-0.0229538,0.0267285,0.999374
4016,-0.628816,-13.1397,70.6186,-0.00331538,-0.0229538,0.0267285,0.999374
4017,-0.765803,-13.124,69.6282,-0.0042214,-0.0198838,0.0253157,0.999473
4018,-0.10484,-12.4025,69.8345,-0.0042214,-0.0198838,0.0253157,0.999473
4019,0.241586,-12.7405,70.7095,-0.00425703,-0.0193908,0.0255756,0.999476
4020,1.115,-12.9325,70.262,-0.0126806,-0.0248014,0.023111,0.999345
4021,1.06943,-11.9339,70.2355,-0.0126806,-0.0248014,0.023111,0.999345
4022,1.2033,-12.4076,71.1059,-0.0126806,-0.0248014,0.023111,0.999345
4023,1.33448,-12.8968,71.9682,-0.0153267,-0.0246004,0.0222641,0.999332
4024,1.50917,-13.8749,71.8553,-0.0153267,-0.0246004,0.0222641,0.999332
4025,1.26811,-14.0125,72.816,-0.0145909,-0.0240446,0.0216993,0.999369
4026,1.41762,-13.0543,73.0598,-0.0146503,-0.0240289,0.0216726,0.999369
4027,1.3191,-12.061,73.1207,-0.0143433,-0.0239993,0.0218181,0.999371
4028,1.54673,-12.3427,74.0528,-0.0153146,-0.0243937,0.0212788,0.999359
4029,1.58851,-13.3413,74.0845,-0.0153146,-0.0243937,0.0212788,0.999359
4030,1.68279,-14.1183,74.7069,-0.0164986,-0.0244979,0.0227325,0.999305
4031,1.63816,-13.1199,74.6728,-0.0164986,-0.0244979,0.0227325,0.999305
4032,1.70925,-13.5624,75.5667,-0.0158458,-0.0248797,0.0206691,0.999351
4033,1.74977,-14.561,75.5994,-0.0158458,-0.0248797,0.0206691,0.999351
4034,1.62643,-15.5381,75.773,-0.0134237,-0.0237999,0.0182819,0.999459
4035,1.56834,-16.4114,76.2566,-0.00898321,-0.0236629,0.0174268,0.999528
4036,1.63916,-15.7516,75.5085,-0.0140399,-0.023865,0.0155825,0.999495
4037,1.4836,-14.7644,75.474,-0.0140399,-0.023865,0.0155825,0.999495
4038,1.29782,-13.7936,75.6261,-0.0140945,-0.0238096,0.0146813,0.999509
4039,1.15942,-12.8051,75.6862,0.00306918,-0.022326,0.0119276,0.999675
4040,0.902033,-11.8441,75.7874,0.00237892,-0.022598,0.0121433,0.999668
4041,0.733329,-11.4581,74.8804,-0.00212938,-0.0242613,0.0115343,0.999637
4042,0.497155,-10.4934,74.9974,-0.001622,-0.0236138,0.00926068,0.999677
4043,0.478716,-9.4936,74.9937,-0.001622,-0.0236138,0.00926068,0.999677
4044,0.566813,-9.79352,75.9436,-0.00338325,-0.0221076,0.00791378,0.999719
4045,0.901,-10.4717,76.5981,-0.00313077,-0.0222426,0.00827548,0.999713
4046,1.09394,-11.0866,77.3627,-0.00313077,-0.0222426,0.00827548,0.999713
4047,1.13593,-11.4827,78.28,-0.00453012,-0.0222029,0.0110751,0.999682
4048,1.19219,-12.4727,78.4087,-0.00453012,-0.0222029,0.0110751,0.999682
4049,1.35971,-13.3234,78.907,-0.00453012,-0.0222029,0.0110751,0.999682
4050,1.46573,-13.6981,79.8281,-0.00660158,-0.0231869,0.0136186,0.999617
4051,1.60701,-14.6702,80.0152,-0.00660158,-0.0231869,0.0136186,0.999617
4052,1.58842,-14.8127,81.0048,-0.00638974,-0.0218838,0.0134087,0.99965
4053,1.63653,-13.8175,81.09,-0.00638974,-0.0218838,0.0134087,0.99965
4054,1.81124,-13.9975,82.0581,-0.00569715,-0.0223334,0.0106472,0.999678
4055,1.88129,-14.9786,82.2382,-0.00569715,-0.0223334,0.0106472,0.999678
4056,1.97467,-15.7255,82.8966,-0.00612668,-0.0221859,0.0108581,0.999676
4057,2.091,-16.1017,83.8158,-0.0063847,-0.0224267,0.00846419,0.999692
4058,2.03669,-17.0967,83.8995,-0.00742137,-0.0223971,0.00788212,0.999691
4059,2.07121,-17.4672,84.8277,-0.00742137,-0.0223971,0.00788212,0.999691
4060,2.24358,-18.1042,85.579,-0.00744533,-0.0224125,0.00890785,0.999681
4061,2.33256,-18.9061,86.1698,-0.00762451,-0.0223277,0.00906977,0.99968
4062,2.35035,-19.9058,86.1855,-0.00762451,-0.0223277,0.00906977,0.99968
4063,2.49526,-20.0098,87.1694,-0.00937546,-0.0225967,0.00724388,0.999674
4064,2.49526,-20.0098,87.1694,-0.00937546,-0.0225967,0.00724388,0.999674
4065,2.53652,-20.9437,87.5245,-0.00829297,-0.0223701,0.00528777,0.999701
4066,2.60172,-21.1012,88.5099,-0.0128264,-0.0228001,0.00684211,0.999634
4067,2.56528,-21.8652,89.1541,-0.0171585,-0.022762,0.00610521,0.999575
4068,2.70215,-22.443,89.9587,-0.0171584,-0.0227621,0.00610476,0.999575
4069,2.74397,-23.3628,90.3489,-0.0137894,-0.0227701,0.00996741,0.999596
4070,2.76326,-24.3622,90.3769,-0.0137894,-0.02277,0.00996739,0.999596
4071,2.89171,-24.7058,91.3072,-0.00823734,-0.0229303,0.00967379,0.999656
4072,2.61651,-25.58,91.7072,-0.00700848,-0.0229337,0.00936976,0.999669
4073,2.34144,-26.3515,92.281,-0.00642763,-0.0229145,0.0102071,0.999665
4074,2.44962,-26.6539,93.228,-0.00750241,-0.0226767,0.0101475,0.999663
4075,2.44962,-26.6539,93.228,-0.00750241,-0.0226767,0.0101475,0.999663
4076,2.48721,-27.0339,94.1522,-0.0103948,-0.0230969,0.00798701,0.999647
4077,2.48721,-27.0339,94.1522,-0.0103948,-0.0230969,0.00798701,0.999647
4078,2.45908,-26.0346,94.1758,-0.0103948,-0.0230969,0.00798701,0.999647
4079,2.52341,-26.1922,95.1612,-0.0145264,-0.0237151,0.00613771,0.999594
4080,2.36699,-27.157,95.3725,-0.01551,-0.0237159,0.00523426,0.999585
4081,2.41473,-27.4607,96.3241,-0.0154558,-0.0245677,0.00347926,0.999573
4082,2.48903,-27.6165,97.3091,-0.0169425,-0.0257983,0.00479279,0.999512
4083,2.48903,-27.6165,97.3091,-0.0169425,-0.0257983,0.00479279,0.999512
4084,2.49772,-28.6159,97.3433,-0.0169426,-0.0257983,0.00479304,0.999512
4085,2.57704,-29.564,97.6512,-0.0165831,-0.0261056,0.00684506,0.999498
4086,2.58986,-30.5633,97.6847,-0.0165831,-0.0261056,0.00684506,0.999498
4087,2.57704,-29.564,97.6512,-0.0165831,-0.0261056,0.00684506,0.999498
4088,2.63337,-28.6027,97.9212,-0.0161856,-0.0266242,0.00843151,0.999479
4089,2.73381,-27.6284,98.1226,-0.0116373,-0.028086,0.00979029,0.99949
4090,2.71413,-26.6289,98.0987,-0.0116366,-0.0280864,0.00979348,0.99949
4091,2.74095,-26.953,99.0443,-0.0125066,-0.0281087,0.010937,0.999467
4092,2.69789,-27.9207,98.7958,-0.0125066,-0.0281087,0.010937,0.999467
4093,2.69789,-28.7012,99.421,-0.0126172,-0.0280472,0.0107003,0.99947
4094,2.49708,-29.0195,100.347,-0.0122859,-0.0283842,0.00950514,0.999476
4095,2.49724,-29.5942,101.166,-0.012382,-0.0282132,0.00896734,0.999485
4096,2.53942,-30.0051,102.077,-0.0105617,-0.0284919,0.00723666,0.999512
4097,2.62141,-30.3666,103.005,-0.0103224,-0.0290287,0.00723727,0.999499
4098,2.49726,-31.3586,102.982,-0.0104277,-0.0287318,0.00610099,0.999514
4099,2.90053,-31.7391,103.814,-0.0101682,-0.0293409,0.00693505,0.999494
4100,2.92335,-32.7348,103.904,-0.0105071,-0.0293528,0.00700836,0.999489
4101,2.90996,-31.7351,103.882,-0.0105071,-0.0293528,0.00700836,0.999489
4102,3.0626,-31.9449,104.848,-0.010011,-0.0297014,0.00726458,0.999482
4103,3.11399,-32.941,104.921,-0.010011,-0.0297014,0.00726458,0.999482
4104,3.11399,-32.941,104.921,-0.010011,-0.0297014,0.00726458,0.999482
4105,3.1224,-33.2335,105.877,-0.0112625,-0.0285027,0.0108201,0.999472
4106,3.1224,-33.2335,105.877,-0.0112625,-0.0285027,0.0108201,0.999472
4107,3.15377,-33.6702,106.776,-0.0109956,-0.027687,0.0124021,0.999479
4108,3.33602,-33.9608,107.715,-0.00984723,-0.027912,0.0142118,0.999461
4109,3.39712,-34.2088,108.682,-0.00979583,-0.0271909,0.0149238,0.999471
4110,3.39712,-34.2088,108.682,-0.00979583,-0.0271909,0.0149238,0.999471
4111,3.4323,-34.3049,109.677,-0.0124102,-0.0259172,0.0139754,0.999489
4112,3.4596,-35.3042,109.703,-0.0124102,-0.0259172,0.0139754,0.999489
4113,3.5231,-35.426,110.693,-0.0102657,-0.0262159,0.0123119,0.999528
4114,3.54717,-36.4255,110.714,-0.0102657,-0.0262159,0.0123119,0.999528
4115,3.434,-35.4606,110.951,-0.0065747,-0.0264023,0.0143579,0.999527
4116,4.31558,-35.6291,110.51,-0.0150328,-0.0329051,0.0117793,0.999276
4117,4.24513,-36.4266,111.109,-0.0148057,-0.0329664,0.0118423,0.999277
4118,4.25258,-36.5734,112.099,-0.0134559,-0.0327922,0.0126345,0.999292
